230,"{'Volume': 1450912.0, 'Turnover_ratio': 0.96, 'Price': 1.14, 'Time': '2005-12-19'}"
231,"{'Volume': 623743.0, 'Turnover_ratio': 0.41, 'Price': 1.13, 'Time': '2005-12-20'}"
232,"{'Volume': 743545.0, 'Turnover_ratio': 0.49, 'Price': 1.1, 'Time': '2005-12-21'}"
233,"{'Volume': 460681.0, 'Turnover_ratio': 0.3, 'Price': 1.1, 'Time': '2005-12-22'}"
234,"{'Volume': 1040366.0, 'Turnover_ratio': 0.68, 'Price': 1.13, 'Time': '2005-12-23'}"
235,"{'Volume': 2127489.0, 'Turnover_ratio': 1.4, 'Price': 1.19, 'Time': '2005-12-26'}"
236,"{'Volume': 6263176.0, 'Turnover_ratio': 4.12, 'Price': 1.21, 'Time': '2005-12-27'}"
237,"{'Volume': 1640004.0, 'Turnover_ratio': 1.08, 'Price': 1.22, 'Time': '2005-12-28'}"
238,"{'Volume': 2169179.0, 'Turnover_ratio': 1.43, 'Price': 1.22, 'Time': '2005-12-29'}"
239,"{'Volume': 983432.0, 'Turnover_ratio': 0.65, 'Price': 1.21, 'Time': '2005-12-30'}"
240,"{'Volume': 1045975.0, 'Turnover_ratio': 0.69, 'Price': 1.22, 'Time': '2006-01-04'}"
241,"{'Volume': 1513675.0, 'Turnover_ratio': 1.0, 'Price': 1.21, 'Time': '2006-01-05'}"
242,"{'Volume': 2681217.0, 'Turnover_ratio': 1.77, 'Price': 1.25, 'Time': '2006-01-06'}"
